,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP034030.1,-1,69683.0,69718.0,68942.0,68960.0,68943.0,69743.0,69669.0,FQ02_opa_1,0
1,NZ_CP034030.1,-1,75190.0,75260.0,74422.0,74440.0,74423.0,75285.0,75176.0,FQ02_opa_2,0
2,NZ_CP034030.1,1,1055991.0,1056011.0,1056719.0,1056737.0,1055966.0,1056736.0,1056025.0,FQ02_opa_3,0
3,NZ_CP034030.1,-1,1133504.0,1133544.0,1132766.0,1132784.0,1132767.0,1133569.0,1133490.0,FQ02_opa_4,0
4,NZ_CP034030.1,1,1174198.0,1174238.0,1174958.0,1174976.0,1174173.0,1174975.0,1174252.0,FQ02_opa_5,0
5,NZ_CP034030.1,1,1231472.0,1231522.0,1232236.0,1232254.0,1231447.0,1232253.0,1231536.0,FQ02_opa_6,0
6,NZ_CP034030.1,-1,1430955.0,1431155.0,1430214.0,1430232.0,1430215.0,1431179.0,1430941.0,FQ02_opa_7,0
7,NZ_CP034030.1,1,1485583.0,1485623.0,1486334.0,1486352.0,1485558.0,1486351.0,1485637.0,FQ02_opa_8,0
8,NZ_CP034030.1,1,1535527.0,1535577.0,1536258.0,1536276.0,1535504.0,1536275.0,1535591.0,FQ02_opa_9,1
9,NZ_CP034030.1,1,1793056.0,1793126.0,1793876.0,1793894.0,1793031.0,1793893.0,1793140.0,FQ02_opa_10,0
10,NZ_CP034030.1,1,2004828.0,2004888.0,2005599.0,2005617.0,2004804.0,2005616.0,2004902.0,FQ02_opa_11,0
