,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131616.1,-1,70259.0,70299.0,69548.0,69566.0,69549.0,70324.0,70245.0,2020C08-294_opa_1,0
1,NZ_CP131616.1,-1,76340.0,76395.0,75602.0,75620.0,75603.0,76420.0,76326.0,2020C08-294_opa_2,0
2,NZ_CP131616.1,1,1057628.0,1057683.0,1058391.0,1058409.0,1057603.0,1058408.0,1057697.0,2020C08-294_opa_3,0
3,NZ_CP131616.1,-1,1135245.0,1135315.0,1134498.0,1134516.0,1134499.0,1135340.0,1135231.0,2020C08-294_opa_4,0
4,NZ_CP131616.1,1,1175970.0,1176045.0,1176759.0,1176777.0,1175945.0,1176776.0,1176059.0,2020C08-294_opa_5,1
5,NZ_CP131616.1,1,1301496.0,1301546.0,1302260.0,1302278.0,1301471.0,1302277.0,1301560.0,2020C08-294_opa_6,0
6,NZ_CP131616.1,-1,1501424.0,1501469.0,1500680.0,1500698.0,1500681.0,1501493.0,1501410.0,2020C08-294_opa_7,0
7,NZ_CP131616.1,1,1556406.0,1556446.0,1557174.0,1557192.0,1556381.0,1557191.0,1556460.0,2020C08-294_opa_8,0
8,NZ_CP131616.1,1,1605879.0,1605899.0,1606621.0,1606639.0,1605854.0,1606638.0,1605913.0,2020C08-294_opa_9,0
9,NZ_CP131616.1,1,1797065.0,1797165.0,1797876.0,1797894.0,1797040.0,1797893.0,1797179.0,2020C08-294_opa_10,0
10,NZ_CP131616.1,1,2010340.0,2010380.0,2011088.0,2011106.0,2010316.0,2011105.0,2010394.0,2020C08-294_opa_11,1
