,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP131622.1,-1,69593.0,69648.0,68861.0,68879.0,68862.0,69673.0,69579.0,2020N07-265_opa_1,0
1,NZ_CP131622.1,-1,75691.0,75751.0,74950.0,74968.0,74951.0,75776.0,75677.0,2020N07-265_opa_2,1
2,NZ_CP131622.1,-1,570476.0,570551.0,569753.0,569771.0,569754.0,570576.0,570462.0,2020N07-265_opa_3,1
3,NZ_CP131622.1,1,611208.0,611288.0,611984.0,612002.0,611183.0,612001.0,611302.0,2020N07-265_opa_4,0
4,NZ_CP131622.1,-1,689084.0,689134.0,688364.0,688382.0,688365.0,689159.0,689070.0,2020N07-265_opa_5,0
5,NZ_CP131622.1,1,1176691.0,1176728.0,1177421.0,1177439.0,1176666.0,1177438.0,1176742.0,2020N07-265_opa_6,0
6,NZ_CP131622.1,-1,1376759.0,1376844.0,1376018.0,1376036.0,1376019.0,1376868.0,1376745.0,2020N07-265_opa_7,1
7,NZ_CP131622.1,1,1431646.0,1431708.0,1432413.0,1432431.0,1431621.0,1432430.0,1431722.0,2020N07-265_opa_8,0
8,NZ_CP131622.1,1,1481116.0,1481166.0,1481880.0,1481898.0,1481091.0,1481897.0,1481180.0,2020N07-265_opa_9,0
9,NZ_CP131622.1,1,1743518.0,1743555.0,1744260.0,1744278.0,1743493.0,1744277.0,1743569.0,2020N07-265_opa_10,0
10,NZ_CP131622.1,1,1956875.0,1956935.0,1957643.0,1957661.0,1956851.0,1957660.0,1956949.0,2020N07-265_opa_11,0
