,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP034016.1,-1,71120.0,71170.0,70373.0,70391.0,70374.0,71195.0,71106.0,FQ84_opa_1,0
1,NZ_CP034016.1,-1,76479.0,76559.0,75717.0,75735.0,75718.0,76584.0,76465.0,FQ84_opa_2,0
2,NZ_CP034016.1,1,985178.0,985223.0,985921.0,985939.0,985153.0,985938.0,985237.0,FQ84_opa_3,1
3,NZ_CP034016.1,-1,1063309.0,1063359.0,1062550.0,1062568.0,1062551.0,1063384.0,1063295.0,FQ84_opa_4,0
4,NZ_CP034016.1,1,1103755.0,1103785.0,1104490.0,1104508.0,1103730.0,1104507.0,1103799.0,FQ84_opa_5,1
5,NZ_CP034016.1,1,1276307.0,1276347.0,1277067.0,1277085.0,1276282.0,1277084.0,1276361.0,FQ84_opa_6,0
6,NZ_CP034016.1,-1,1474515.0,1474530.0,1473756.0,1473774.0,1473757.0,1474554.0,1474501.0,FQ84_opa_7,0
7,NZ_CP034016.1,1,1527781.0,1527826.0,1528525.0,1528543.0,1527756.0,1528542.0,1527840.0,FQ84_opa_8,1
8,NZ_CP034016.1,1,1577244.0,1577254.0,1577974.0,1577992.0,1577219.0,1577991.0,1577268.0,FQ84_opa_9,0
9,NZ_CP034016.1,-1,1897782.0,1897812.0,1897029.0,1897047.0,1897030.0,1897836.0,1897768.0,FQ84_opa_10,0
10,NZ_CP034016.1,-1,2100647.0,2100687.0,2099909.0,2099927.0,2099910.0,2100712.0,2100633.0,FQ84_opa_11,0
