,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,70656.0,70711.0,69909.0,69927.0,69910.0,70736.0,70642.0,FFF038_opa_1,0
1,1,-1,76409.0,76446.0,75674.0,75692.0,75675.0,76471.0,76395.0,FFF038_opa_2,0
2,1,1,927509.0,927529.0,928264.0,928282.0,927484.0,928281.0,927543.0,FFF038_opa_3,0
3,1,-1,1005036.0,1005106.0,1004313.0,1004331.0,1004314.0,1005131.0,1005022.0,FFF038_opa_4,0
4,1,1,1045800.0,1045857.0,1046574.0,1046592.0,1045775.0,1046591.0,1045871.0,FFF038_opa_5,1
5,1,1,1218331.0,1218368.0,1219103.0,1219121.0,1218306.0,1219120.0,1218382.0,FFF038_opa_6,0
6,1,-1,1413409.0,1413484.0,1412659.0,1412677.0,1412660.0,1413508.0,1413395.0,FFF038_opa_7,0
7,1,1,1468869.0,1468904.0,1469636.0,1469654.0,1468844.0,1469653.0,1468918.0,FFF038_opa_8,0
8,1,1,1518363.0,1518383.0,1519115.0,1519133.0,1518338.0,1519132.0,1518397.0,FFF038_opa_9,0
9,1,-1,1840948.0,1841023.0,1840201.0,1840219.0,1840202.0,1841047.0,1840934.0,FFF038_opa_10,0
10,1,-1,2048354.0,2048399.0,2047603.0,2047621.0,2047604.0,2048424.0,2048340.0,FFF038_opa_11,1
