,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_AP023075.1,-1,69807.0,69847.0,69057.0,69075.0,69058.0,69872.0,69793.0,TUM16691_opa_1,0
1,NZ_AP023075.1,-1,75227.0,75287.0,74486.0,74504.0,74487.0,75312.0,75213.0,TUM16691_opa_2,1
2,NZ_AP023075.1,1,996005.0,996075.0,996783.0,996801.0,995980.0,996800.0,996089.0,TUM16691_opa_3,0
3,NZ_AP023075.1,-1,1073938.0,1073988.0,1073200.0,1073218.0,1073201.0,1074013.0,1073924.0,TUM16691_opa_4,0
4,NZ_AP023075.1,1,1114641.0,1114736.0,1115450.0,1115468.0,1114616.0,1115467.0,1114750.0,TUM16691_opa_5,0
5,NZ_AP023075.1,1,1174129.0,1174184.0,1174901.0,1174919.0,1174104.0,1174918.0,1174198.0,TUM16691_opa_6,0
6,NZ_AP023075.1,-1,1372040.0,1372080.0,1371317.0,1371335.0,1371318.0,1372105.0,1372026.0,TUM16691_opa_7,0
7,NZ_AP023075.1,1,1428866.0,1428901.0,1429636.0,1429654.0,1428841.0,1429653.0,1428915.0,TUM16691_opa_8,0
8,NZ_AP023075.1,1,1478338.0,1478363.0,1479080.0,1479098.0,1478313.0,1479097.0,1478377.0,TUM16691_opa_9,0
9,NZ_AP023075.1,1,1731526.0,1731561.0,1732296.0,1732314.0,1731501.0,1732313.0,1731575.0,TUM16691_opa_10,0
10,NZ_AP023075.1,1,1943203.0,1943268.0,1943994.0,1944012.0,1943179.0,1944011.0,1943282.0,TUM16691_opa_11,0
