,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,72486.0,72511.0,71763.0,71781.0,71764.0,72536.0,72472.0,DDD038_opa_1,0
1,1,-1,77815.0,77850.0,77083.0,77101.0,77084.0,77875.0,77801.0,DDD038_opa_2,0
2,1,-1,99686.0,99736.0,98942.0,98960.0,98943.0,99761.0,99672.0,DDD038_opa_3,0
3,1,1,154399.0,154464.0,155187.0,155205.0,154375.0,155204.0,154478.0,DDD038_opa_4,0
4,1,-1,352635.0,352670.0,351908.0,351926.0,351909.0,352695.0,352621.0,DDD038_opa_5,0
5,1,1,842340.0,842410.0,843112.0,843130.0,842315.0,843129.0,842424.0,DDD038_opa_6,0
6,1,-1,918132.0,918182.0,917388.0,917406.0,917389.0,918207.0,918118.0,DDD038_opa_7,0
7,1,1,958858.0,958895.0,959606.0,959624.0,958833.0,959623.0,958909.0,DDD038_opa_8,0
8,1,1,1452193.0,1452243.0,1452957.0,1452975.0,1452168.0,1452974.0,1452257.0,DDD038_opa_9,0
9,1,1,1501637.0,1501679.0,1502374.0,1502392.0,1501612.0,1502391.0,1501693.0,DDD038_opa_10,1
10,1,1,1976919.0,1976959.0,1977666.0,1977684.0,1976895.0,1977683.0,1976973.0,DDD038_opa_11,1
