,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP098503.2,-1,75186.0,75256.0,74463.0,74481.0,74464.0,75281.0,75172.0,10268_opa_1,0
1,NZ_CP098503.2,-1,497414.0,497424.0,496688.0,496706.0,496689.0,497449.0,497400.0,10268_opa_2,0
2,NZ_CP098503.2,1,532088.0,532108.0,532819.0,532837.0,532063.0,532836.0,532122.0,10268_opa_3,0
3,NZ_CP098503.2,-1,610080.0,610090.0,609330.0,609348.0,609331.0,610116.0,610066.0,10268_opa_4,0
4,NZ_CP098503.2,1,1267865.0,1267890.0,1268601.0,1268619.0,1267840.0,1268618.0,1267904.0,10268_opa_5,0
5,NZ_CP098503.2,-1,1467349.0,1467359.0,1466590.0,1466608.0,1466591.0,1467384.0,1467335.0,10268_opa_6,0
6,NZ_CP098503.2,-1,1516976.0,1517046.0,1516223.0,1516241.0,1516224.0,1517071.0,1516962.0,10268_opa_7,0
7,NZ_CP098503.2,1,1570551.0,1570586.0,1571327.0,1571345.0,1570527.0,1571344.0,1570600.0,10268_opa_8,0
8,NZ_CP098503.2,-1,1892659.0,1892754.0,1891909.0,1891927.0,1891910.0,1892778.0,1892645.0,10268_opa_9,0
9,NZ_CP098503.2,-1,2099034.0,2099107.0,2098285.0,2098303.0,2098286.0,2099132.0,2099020.0,10268_opa_10,0
