,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP019466.1,-1,70270.0,70325.0,69541.0,69559.0,69542.0,70350.0,70256.0,RIVM0610_opa_1,0
1,NZ_CP019466.1,-1,76447.0,76493.0,75766.0,75784.0,75767.0,76519.0,76433.0,RIVM0610_opa_2,0
2,NZ_CP019466.1,-1,613490.0,613570.0,612776.0,612794.0,612777.0,613593.0,613476.0,RIVM0610_opa_3,1
3,NZ_CP019466.1,1,654224.0,654289.0,655009.0,655027.0,654199.0,655026.0,654303.0,RIVM0610_opa_4,0
4,NZ_CP019466.1,-1,731876.0,731896.0,731156.0,731174.0,731157.0,731921.0,731862.0,RIVM0610_opa_5,0
5,NZ_CP019466.1,1,1277923.0,1277968.0,1278709.0,1278727.0,1277898.0,1278726.0,1277982.0,RIVM0610_opa_6,1
6,NZ_CP019466.1,-1,1476895.0,1476955.0,1476172.0,1476190.0,1476173.0,1476979.0,1476881.0,RIVM0610_opa_7,0
7,NZ_CP019466.1,1,1532373.0,1532423.0,1533140.0,1533158.0,1532349.0,1533157.0,1532437.0,RIVM0610_opa_8,0
8,NZ_CP019466.1,1,1581844.0,1581894.0,1582590.0,1582608.0,1581821.0,1582607.0,1581908.0,RIVM0610_opa_9,1
9,NZ_CP019466.1,1,2005551.0,2005591.0,2006314.0,2006332.0,2005527.0,2006331.0,2005605.0,RIVM0610_opa_10,1
