,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP048911.1,-1,70600.0,70655.0,69862.0,69880.0,69863.0,70680.0,70586.0,SRRSH204_opa_1,0
1,NZ_CP048911.1,-1,76092.0,76177.0,75357.0,75375.0,75358.0,76202.0,76078.0,SRRSH204_opa_2,0
2,NZ_CP048911.1,1,984547.0,984582.0,985287.0,985305.0,984522.0,985304.0,984596.0,SRRSH204_opa_3,0
3,NZ_CP048911.1,-1,1059941.0,1059991.0,1059221.0,1059239.0,1059222.0,1060016.0,1059927.0,SRRSH204_opa_4,0
4,NZ_CP048911.1,1,1100385.0,1100410.0,1101115.0,1101133.0,1100360.0,1101132.0,1100424.0,SRRSH204_opa_5,0
5,NZ_CP048911.1,1,1270079.0,1270104.0,1270815.0,1270833.0,1270054.0,1270832.0,1270118.0,SRRSH204_opa_6,0
6,NZ_CP048911.1,-1,1469774.0,1469809.0,1469036.0,1469054.0,1469037.0,1469833.0,1469760.0,SRRSH204_opa_7,0
7,NZ_CP048911.1,1,1523521.0,1523546.0,1524251.0,1524269.0,1523496.0,1524268.0,1523560.0,SRRSH204_opa_8,0
8,NZ_CP048911.1,1,1572960.0,1572980.0,1573703.0,1573721.0,1572937.0,1573720.0,1572994.0,SRRSH204_opa_9,1
9,NZ_CP048911.1,-1,1892049.0,1892109.0,1891290.0,1891308.0,1891291.0,1892133.0,1892035.0,SRRSH204_opa_10,0
10,NZ_CP048911.1,-1,2099540.0,2099565.0,2098811.0,2098829.0,2098812.0,2099590.0,2099526.0,SRRSH204_opa_11,0
