,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP020415.2,-1,69960.0,70014.0,69216.0,69234.0,69217.0,70039.0,69946.0,FDAARGOS_204_opa_1,1
1,NZ_CP020415.2,-1,75700.0,75785.0,74977.0,74995.0,74978.0,75810.0,75686.0,FDAARGOS_204_opa_2,0
2,NZ_CP020415.2,-1,502045.0,502095.0,501316.0,501334.0,501317.0,502120.0,502031.0,FDAARGOS_204_opa_3,0
3,NZ_CP020415.2,1,541373.0,541398.0,542115.0,542133.0,541348.0,542132.0,541412.0,FDAARGOS_204_opa_4,0
4,NZ_CP020415.2,-1,619331.0,619354.0,618611.0,618629.0,618612.0,619379.0,619317.0,FDAARGOS_204_opa_5,0
5,NZ_CP020415.2,1,1162784.0,1162854.0,1163562.0,1163580.0,1162759.0,1163579.0,1162868.0,FDAARGOS_204_opa_6,0
6,NZ_CP020415.2,-1,1495249.0,1495294.0,1494499.0,1494517.0,1494500.0,1495318.0,1495235.0,FDAARGOS_204_opa_7,0
7,NZ_CP020415.2,1,1549025.0,1549075.0,1549807.0,1549825.0,1549000.0,1549824.0,1549089.0,FDAARGOS_204_opa_8,0
8,NZ_CP020415.2,1,1598569.0,1598644.0,1599334.0,1599352.0,1598544.0,1599351.0,1598658.0,FDAARGOS_204_opa_9,1
9,NZ_CP020415.2,-1,1896274.0,1896319.0,1895533.0,1895551.0,1895534.0,1896343.0,1896260.0,FDAARGOS_204_opa_10,0
10,NZ_CP020415.2,-1,2100548.0,2100623.0,2099822.0,2099840.0,2099823.0,2100648.0,2100534.0,FDAARGOS_204_opa_11,1
