,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP048899.1,-1,70600.0,70660.0,69862.0,69880.0,69863.0,70685.0,70586.0,SRRSH214_opa_1,1
1,NZ_CP048899.1,-1,76097.0,76152.0,75362.0,75380.0,75363.0,76177.0,76083.0,SRRSH214_opa_2,0
2,NZ_CP048899.1,1,984537.0,984562.0,985267.0,985285.0,984512.0,985284.0,984576.0,SRRSH214_opa_3,0
3,NZ_CP048899.1,-1,1059921.0,1059961.0,1059201.0,1059219.0,1059202.0,1059986.0,1059907.0,SRRSH214_opa_4,0
4,NZ_CP048899.1,1,1100355.0,1100380.0,1101085.0,1101103.0,1100330.0,1101102.0,1100394.0,SRRSH214_opa_5,0
5,NZ_CP048899.1,1,1270045.0,1270070.0,1270781.0,1270799.0,1270020.0,1270798.0,1270084.0,SRRSH214_opa_6,0
6,NZ_CP048899.1,-1,1469741.0,1469801.0,1469003.0,1469021.0,1469004.0,1469825.0,1469727.0,SRRSH214_opa_7,0
7,NZ_CP048899.1,1,1523486.0,1523511.0,1524216.0,1524234.0,1523461.0,1524233.0,1523525.0,SRRSH214_opa_8,0
8,NZ_CP048899.1,1,1572925.0,1572950.0,1573673.0,1573691.0,1572902.0,1573690.0,1572964.0,SRRSH214_opa_9,0
9,NZ_CP048899.1,-1,1891908.0,1891968.0,1891149.0,1891167.0,1891150.0,1891992.0,1891894.0,SRRSH214_opa_10,0
10,NZ_CP048899.1,-1,2099384.0,2099424.0,2098664.0,2098682.0,2098665.0,2099449.0,2099370.0,SRRSH214_opa_11,0
