,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP048893.1,-1,70978.0,71043.0,70240.0,70258.0,70241.0,71068.0,70964.0,SRRSH240_opa_1,0
1,NZ_CP048893.1,-1,76330.0,76400.0,75595.0,75613.0,75596.0,76425.0,76316.0,SRRSH240_opa_2,0
2,NZ_CP048893.1,1,983659.0,983709.0,984414.0,984432.0,983634.0,984431.0,983723.0,SRRSH240_opa_3,0
3,NZ_CP048893.1,-1,1059056.0,1059081.0,1058336.0,1058354.0,1058337.0,1059106.0,1059042.0,SRRSH240_opa_4,0
4,NZ_CP048893.1,1,1099475.0,1099510.0,1100215.0,1100233.0,1099450.0,1100232.0,1099524.0,SRRSH240_opa_5,0
5,NZ_CP048893.1,1,1269087.0,1269142.0,1269859.0,1269877.0,1269062.0,1269876.0,1269156.0,SRRSH240_opa_6,0
6,NZ_CP048893.1,-1,1468643.0,1468723.0,1467902.0,1467920.0,1467903.0,1468747.0,1468629.0,SRRSH240_opa_7,0
7,NZ_CP048893.1,1,1522604.0,1522659.0,1523361.0,1523379.0,1522579.0,1523378.0,1522673.0,SRRSH240_opa_8,0
8,NZ_CP048893.1,1,1571888.0,1571918.0,1572641.0,1572659.0,1571865.0,1572658.0,1571932.0,SRRSH240_opa_9,0
9,NZ_CP048893.1,-1,1890713.0,1890788.0,1889954.0,1889972.0,1889955.0,1890812.0,1890699.0,SRRSH240_opa_10,0
10,NZ_CP048893.1,-1,2097904.0,2097929.0,2097181.0,2097199.0,2097182.0,2097954.0,2097890.0,SRRSH240_opa_11,0
