,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,69935.0,69955.0,69206.0,69224.0,69207.0,69980.0,69921.0,EEE026_opa_1,0
1,1,-1,75587.0,75607.0,74864.0,74882.0,74865.0,75632.0,75573.0,EEE026_opa_2,0
2,1,1,984967.0,984987.0,985698.0,985716.0,984942.0,985715.0,985001.0,EEE026_opa_3,0
3,1,-1,1062498.0,1062533.0,1061757.0,1061775.0,1061758.0,1062558.0,1062484.0,EEE026_opa_4,0
4,1,1,1103241.0,1103386.0,1104109.0,1104127.0,1103216.0,1104126.0,1103400.0,EEE026_opa_5,0
5,1,1,1299051.0,1299106.0,1299820.0,1299838.0,1299026.0,1299837.0,1299120.0,EEE026_opa_6,0
6,1,-1,1498918.0,1498968.0,1498165.0,1498183.0,1498166.0,1498992.0,1498904.0,EEE026_opa_7,0
7,1,1,1552573.0,1552608.0,1553316.0,1553334.0,1552548.0,1553333.0,1552622.0,EEE026_opa_8,0
8,1,1,1602057.0,1602092.0,1602812.0,1602830.0,1602034.0,1602829.0,1602106.0,EEE026_opa_9,1
9,1,-1,1901446.0,1901521.0,1900705.0,1900723.0,1900706.0,1901545.0,1901432.0,EEE026_opa_10,0
10,1,-1,,,2107896.0,2107914.0,,,,,
