,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,71171.0,71196.0,70434.0,70452.0,70435.0,71221.0,71157.0,JJJ010_opa_1,0
1,1,-1,76484.0,76524.0,75746.0,75764.0,75747.0,76549.0,76470.0,JJJ010_opa_2,0
2,1,1,986375.0,986430.0,987141.0,987159.0,986350.0,987158.0,986444.0,JJJ010_opa_3,0
3,1,-1,1064369.0,1064424.0,1063649.0,1063667.0,1063650.0,1064449.0,1064355.0,JJJ010_opa_4,0
4,1,1,1105112.0,1105132.0,1105855.0,1105873.0,1105087.0,1105872.0,1105146.0,JJJ010_opa_5,0
5,1,1,1280161.0,1280181.0,1280901.0,1280919.0,1280136.0,1280918.0,1280195.0,JJJ010_opa_6,0
6,1,-1,1480134.0,1480214.0,1479417.0,1479435.0,1479418.0,1480238.0,1480120.0,JJJ010_opa_7,0
7,1,1,1533549.0,1533604.0,1534324.0,1534342.0,1533524.0,1534341.0,1533618.0,JJJ010_opa_8,0
8,1,1,1583033.0,1583088.0,1583799.0,1583817.0,1583010.0,1583816.0,1583102.0,JJJ010_opa_9,0
9,1,-1,1903156.0,1903216.0,1902430.0,1902448.0,1902431.0,1903240.0,1903142.0,JJJ010_opa_10,0
10,1,-1,2109327.0,2109367.0,2108590.0,2108608.0,2108591.0,2109392.0,2109313.0,JJJ010_opa_11,0
