,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP106819.1,-1,75909.0,75974.0,75147.0,75165.0,75148.0,75999.0,75895.0,10791_opa_1,0
1,NZ_CP106819.1,1,988803.0,988818.0,989550.0,989568.0,988777.0,989567.0,988832.0,10791_opa_2,0
2,NZ_CP106819.1,-1,1066871.0,1066911.0,1066142.0,1066160.0,1066143.0,1066936.0,1066857.0,10791_opa_3,0
3,NZ_CP106819.1,1,1096249.0,1096259.0,1096966.0,1096984.0,1096224.0,1096983.0,1096273.0,10791_opa_4,0
4,NZ_CP106819.1,1,1268734.0,1268744.0,1269455.0,1269473.0,1268709.0,1269472.0,1268758.0,10791_opa_5,0
5,NZ_CP106819.1,-1,1468179.0,1468189.0,1467426.0,1467444.0,1467427.0,,1468165.0,,
6,NZ_CP106819.1,-1,1517595.0,1517650.0,1516872.0,1516890.0,1516873.0,1517675.0,1517581.0,10791_opa_6,0
7,NZ_CP106819.1,1,1571035.0,1571075.0,1571813.0,1571831.0,1571011.0,1571830.0,1571089.0,10791_opa_7,1
8,NZ_CP106819.1,-1,1892931.0,1893011.0,1892181.0,1892199.0,1892182.0,1893035.0,1892917.0,10791_opa_8,0
9,NZ_CP106819.1,-1,2099606.0,2099656.0,2098853.0,2098871.0,2098854.0,2099681.0,2099592.0,10791_opa_9,0
