,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP043871.1,-1,69602.0,69650.0,68855.0,68873.0,68856.0,69675.0,69588.0,NG196_opa_1,1
1,NZ_CP043871.1,-1,74966.0,75009.0,74198.0,74216.0,74199.0,75034.0,74952.0,NG196_opa_2,0
2,NZ_CP043871.1,1,984313.0,984353.0,985070.0,985088.0,984288.0,985087.0,984367.0,NG196_opa_3,0
3,NZ_CP043871.1,-1,1062291.0,1062366.0,1061556.0,1061574.0,1061557.0,1062390.0,1062277.0,NG196_opa_4,0
4,NZ_CP043871.1,1,1103066.0,1103109.0,1103814.0,1103832.0,1103041.0,1103831.0,1103123.0,NG196_opa_5,0
5,NZ_CP043871.1,1,1124605.0,1124648.0,1125398.0,1125416.0,1124580.0,1125415.0,1124662.0,NG196_opa_6,0
6,NZ_CP043871.1,1,1296586.0,1296629.0,1297355.0,1297373.0,1296561.0,1297372.0,1296643.0,NG196_opa_7,0
7,NZ_CP043871.1,-1,1495887.0,1495932.0,1495152.0,1495170.0,1495153.0,1495956.0,1495873.0,NG196_opa_8,0
8,NZ_CP043871.1,1,1550120.0,1550148.0,1550874.0,1550892.0,1550095.0,1550891.0,1550162.0,NG196_opa_9,0
9,NZ_CP043871.1,1,1600205.0,1600220.0,1600913.0,1600931.0,1600182.0,1600930.0,1600234.0,NG196_opa_10,0
10,NZ_CP043871.1,-1,1921516.0,1921591.0,1920778.0,1920796.0,1920779.0,1921615.0,1921502.0,NG196_opa_11,0
