,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,69948.0,70008.0,69214.0,69232.0,69215.0,70033.0,69934.0,GGG031_opa_1,1
1,1,-1,75627.0,75667.0,74879.0,74897.0,74880.0,75692.0,75613.0,GGG031_opa_2,0
2,1,-1,498690.0,498727.0,497966.0,497984.0,497967.0,498752.0,498558.0,GGG031_opa_3,0
3,1,1,539361.0,539401.0,540133.0,540151.0,539336.0,540150.0,539415.0,GGG031_opa_4,0
4,1,-1,617258.0,617323.0,616538.0,616556.0,616539.0,617348.0,617244.0,GGG031_opa_5,0
5,1,1,1275846.0,1275916.0,1276628.0,1276646.0,1275821.0,1276645.0,1275930.0,GGG031_opa_6,0
6,1,-1,1475347.0,1475412.0,1474632.0,1474650.0,1474633.0,1475436.0,1475333.0,GGG031_opa_7,0
7,1,1,1528628.0,1528663.0,1529365.0,1529383.0,1528603.0,1529382.0,1528677.0,GGG031_opa_8,0
8,1,1,1577642.0,1577692.0,1578372.0,1578390.0,1577619.0,1578389.0,1577706.0,GGG031_opa_9,1
9,1,-1,1899645.0,1899680.0,1898892.0,1898910.0,1898893.0,1899704.0,1899631.0,GGG031_opa_10,0
10,1,-1,2108660.0,2108696.0,2107941.0,2107959.0,2107942.0,2108721.0,2108646.0,GGG031_opa_11,1
