,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP048254.1,-1,71410.0,71450.0,70666.0,70684.0,70667.0,71475.0,71396.0,CT530_opa_1,0
1,NZ_CP048254.1,-1,77068.0,77113.0,76321.0,76339.0,76322.0,77138.0,77054.0,CT530_opa_2,1
2,NZ_CP048254.1,1,928893.0,928913.0,929647.0,929665.0,928868.0,929664.0,928927.0,CT530_opa_3,0
3,NZ_CP048254.1,-1,1006488.0,1006573.0,1005756.0,1005774.0,1005757.0,1006598.0,1006474.0,CT530_opa_4,0
4,NZ_CP048254.1,1,1047276.0,1047336.0,1048041.0,1048059.0,1047253.0,1048058.0,1047350.0,CT530_opa_5,0
5,NZ_CP048254.1,1,1220193.0,1220243.0,1220957.0,1220975.0,1220168.0,1220974.0,1220257.0,CT530_opa_6,0
6,NZ_CP048254.1,-1,1418793.0,1418933.0,1418025.0,1418043.0,1418026.0,1418957.0,1418779.0,CT530_opa_7,0
7,NZ_CP048254.1,1,1473149.0,1473189.0,1473888.0,1473906.0,1473124.0,1473905.0,1473203.0,CT530_opa_8,0
8,NZ_CP048254.1,1,1522942.0,1522977.0,1523703.0,1523721.0,1522917.0,1523720.0,1522991.0,CT530_opa_9,0
9,NZ_CP048254.1,-1,1845450.0,1845495.0,1844721.0,1844739.0,1844722.0,1845519.0,1845436.0,CT530_opa_10,0
10,NZ_CP048254.1,-1,2053940.0,2053990.0,2053187.0,2053205.0,2053188.0,2054015.0,2053926.0,CT530_opa_11,0
