,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,1,-1,71155.0,71175.0,70390.0,70408.0,70391.0,71200.0,71141.0,SRR5827236_opa_1,0
1,1,-1,76632.0,76667.0,75879.0,75897.0,75880.0,76692.0,76618.0,SRR5827236_opa_2,0
2,1,1,999899.0,999909.0,1000611.0,1000629.0,999874.0,1000628.0,999923.0,SRR5827236_opa_3,0
3,1,-1,1077487.0,1077527.0,1076743.0,1076761.0,1076744.0,1077552.0,1077473.0,SRR5827236_opa_4,0
4,1,1,1118181.0,1118226.0,1118961.0,1118979.0,1118156.0,1118978.0,1118240.0,SRR5827236_opa_5,1
5,1,1,1178598.0,1178638.0,1179373.0,1179391.0,1178573.0,1179390.0,1178652.0,SRR5827236_opa_6,0
6,1,-1,1374888.0,1374903.0,1374126.0,1374144.0,1374127.0,1374927.0,1374874.0,SRR5827236_opa_7,0
7,1,1,1428699.0,1428749.0,1429496.0,1429514.0,1428674.0,1429513.0,1428763.0,SRR5827236_opa_8,0
8,1,1,1477950.0,1477995.0,1478706.0,1478724.0,1477927.0,1478723.0,1478009.0,SRR5827236_opa_9,0
9,1,1,1731575.0,1731630.0,1732377.0,1732395.0,1731550.0,1732394.0,1731644.0,SRR5827236_opa_10,0
10,1,1,1940861.0,1940941.0,1941643.0,1941661.0,1940837.0,1941660.0,1940955.0,SRR5827236_opa_11,0
