,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP048929.1,-1,70830.0,70865.0,70074.0,70092.0,70075.0,70890.0,70816.0,CT213_opa_1,0
1,NZ_CP048929.1,-1,76323.0,76358.0,75570.0,75588.0,75571.0,76383.0,76309.0,CT213_opa_2,0
2,NZ_CP048929.1,1,928113.0,928138.0,928876.0,928894.0,928088.0,928893.0,928152.0,CT213_opa_3,0
3,NZ_CP048929.1,-1,1005991.0,1006048.0,1005226.0,1005244.0,1005227.0,1006073.0,1005977.0,CT213_opa_4,1
4,NZ_CP048929.1,1,1046751.0,1046766.0,1047471.0,1047489.0,1046726.0,1047488.0,1046780.0,CT213_opa_5,1
5,NZ_CP048929.1,1,1219348.0,1219383.0,1220121.0,1220139.0,1219323.0,1220138.0,1219397.0,CT213_opa_6,0
6,NZ_CP048929.1,-1,1419140.0,1419230.0,1418375.0,1418393.0,1418376.0,1419254.0,1419126.0,CT213_opa_7,0
7,NZ_CP048929.1,1,1472680.0,1472720.0,1473425.0,1473443.0,1472655.0,1473442.0,1472734.0,CT213_opa_8,0
8,NZ_CP048929.1,1,1522344.0,1522409.0,1523117.0,1523135.0,1522321.0,1523134.0,1522423.0,CT213_opa_9,1
9,NZ_CP048929.1,-1,1845150.0,1845195.0,1844394.0,1844412.0,1844395.0,1845219.0,1845136.0,CT213_opa_10,0
10,NZ_CP048929.1,-1,2053701.0,2053736.0,2052945.0,2052963.0,2052946.0,2053761.0,2053687.0,CT213_opa_11,0
