,chromosome,strand,start_cr,stop_cr,start_term,stop_term,start,stop,n_terminus,id,in_frame
0,NZ_CP043816.1,-1,70103.0,70166.0,69368.0,69386.0,69369.0,70191.0,70089.0,NG251_opa_1,1
1,NZ_CP043816.1,-1,75440.0,75493.0,74714.0,74732.0,74715.0,75518.0,75426.0,NG251_opa_2,0
2,NZ_CP043816.1,-1,498702.0,498755.0,497958.0,497976.0,497959.0,498780.0,498688.0,NG251_opa_3,0
3,NZ_CP043816.1,-1,520283.0,520351.0,519536.0,519554.0,519537.0,520376.0,520269.0,NG251_opa_4,0
4,NZ_CP043816.1,1,561052.0,561182.0,561908.0,561926.0,561027.0,561925.0,561196.0,NG251_opa_5,0
5,NZ_CP043816.1,-1,639131.0,639166.0,638396.0,638414.0,638397.0,639191.0,639117.0,NG251_opa_6,0
6,NZ_CP043816.1,1,1297412.0,1297465.0,1298194.0,1298212.0,1297387.0,1298211.0,1297479.0,NG251_opa_7,0
7,NZ_CP043816.1,-1,1493342.0,1493397.0,1492607.0,1492625.0,1492608.0,1493421.0,1493328.0,NG251_opa_8,1
8,NZ_CP043816.1,1,1547523.0,1547551.0,1548277.0,1548295.0,1547498.0,1548294.0,1547565.0,NG251_opa_9,0
9,NZ_CP043816.1,1,1597609.0,1597654.0,1598347.0,1598365.0,1597586.0,1598364.0,1597668.0,NG251_opa_10,0
10,NZ_CP043816.1,-1,1919081.0,1919156.0,1918343.0,1918361.0,1918344.0,1919180.0,1919067.0,NG251_opa_11,0
