# BLASTN 2.14.1+
# Query: FA1090_opa_1/598-732 <unknown description>
# Database: blastdb/gc
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2356 hits found
FA1090_opa_1/598-732	WHO_S2_2024	100.000	135	0	0	1	135	70016	69882	2.18e-65	250
FA1090_opa_1/598-732	WHO_S2_2024	100.000	135	0	0	1	135	75701	75567	2.18e-65	250
FA1090_opa_1/598-732	WHO_S2_2024	100.000	135	0	0	1	135	569019	568885	2.18e-65	250
FA1090_opa_1/598-732	WHO_S2_2024	99.259	135	1	0	1	135	1375484	1375350	1.01e-63	244
FA1090_opa_1/598-732	WHO_S2_2024	98.519	135	2	0	1	135	611008	611142	4.72e-62	239
FA1090_opa_1/598-732	WHO_S2_2024	95.556	135	6	0	1	135	1949298	1949432	2.21e-55	217
FA1090_opa_1/598-732	WHO_S2_2024	91.045	134	12	0	2	135	1431178	1431311	8.06e-45	182
FA1090_opa_1/598-732	WHO_S2_2024	91.045	134	12	0	2	135	1737700	1737833	8.06e-45	182
FA1090_opa_1/598-732	WHO_S2_2024	97.059	102	3	0	34	135	1176827	1176928	4.85e-42	172
FA1090_opa_1/598-732	WHO_S2_2024	88.806	134	15	0	2	135	687348	687215	8.12e-40	165
FA1090_opa_1/598-732	WHO_S2_2024	86.667	135	18	0	1	135	1481091	1481225	2.27e-35	150
FA1090_opa_1/598-732	WHO_F_2024	100.000	135	0	0	1	135	1959526	1959392	2.18e-65	250
FA1090_opa_1/598-732	WHO_F_2024	91.045	134	12	0	2	135	68793	68660	8.06e-45	182
FA1090_opa_1/598-732	WHO_F_2024	91.045	134	12	0	2	135	2166501	2166368	8.06e-45	182
FA1090_opa_1/598-732	WHO_F_2024	90.299	134	13	0	2	135	1092335	1092202	3.75e-43	176
FA1090_opa_1/598-732	WHO_F_2024	92.308	117	9	0	19	135	985695	985811	2.26e-40	167
FA1090_opa_1/598-732	WHO_F_2024	96.078	102	4	0	34	135	1526039	1525938	2.26e-40	167
FA1090_opa_1/598-732	WHO_F_2024	88.889	135	15	0	1	135	1613269	1613403	2.26e-40	167
FA1090_opa_1/598-732	WHO_F_2024	88.148	135	16	0	1	135	1328869	1329003	1.05e-38	161
FA1090_opa_1/598-732	WHO_F_2024	94.118	102	6	0	34	135	74926	74825	4.89e-37	156
FA1090_opa_1/598-732	WHO_F_2024	87.407	135	17	0	1	135	1134300	1134434	4.89e-37	156
FA1090_opa_1/598-732	WHO_F_2024	90.598	117	11	0	19	135	1662882	1662998	4.89e-37	156
FA1090_opa_1/598-732	SRR5827322	100.000	135	0	0	1	135	70253	70119	2.18e-65	250
FA1090_opa_1/598-732	SRR5827322	99.259	135	1	0	1	135	1375724	1375590	1.01e-63	244
FA1090_opa_1/598-732	SRR5827322	98.519	135	2	0	1	135	75752	75618	4.72e-62	239
FA1090_opa_1/598-732	SRR5827322	98.519	135	2	0	1	135	1077704	1077570	4.72e-62	239
FA1090_opa_1/598-732	SRR5827322	98.519	135	2	0	1	135	1119719	1119853	4.72e-62	239
FA1090_opa_1/598-732	SRR5827322	98.519	135	2	0	1	135	1742708	1742842	4.72e-62	239
FA1090_opa_1/598-732	SRR5827322	95.556	135	6	0	1	135	1953832	1953966	2.21e-55	217
FA1090_opa_1/598-732	SRR5827322	91.791	134	11	0	2	135	1176941	1177074	1.73e-46	187
FA1090_opa_1/598-732	SRR5827322	91.045	134	12	0	2	135	1432980	1433113	8.06e-45	182
FA1090_opa_1/598-732	SRR5827322	88.806	134	15	0	2	135	1001372	1001505	8.12e-40	165
