# BLASTN 2.14.1+
# Query: FA1090_opa_1/336-455 <unknown description>
# Database: blastdb/gc
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 19 hits found
FA1090_opa_1/336-455	MC58	90.598	117	11	0	4	120	455292	455176	3.93e-37	156
FA1090_opa_1/336-455	M21955	91.228	114	10	0	1	114	1070035	1070148	3.93e-37	156
FA1090_opa_1/336-455	LNP21362	90.598	117	11	0	4	120	1720238	1720122	3.93e-37	156
FA1090_opa_1/336-455	H44_76	90.598	117	11	0	4	120	456248	456132	3.93e-37	156
FA1090_opa_1/336-455	FDAARGOS_210	91.228	114	10	0	1	114	1838713	1838826	3.93e-37	156
FA1090_opa_1/336-455	C311	90.598	117	11	0	4	120	588107	587991	3.93e-37	156
FA1090_opa_1/336-455	Z2491	81.818	121	20	2	1	120	1985872	1985991	1.87e-20	100
FA1090_opa_1/336-455	WUE2594	81.818	121	20	2	1	120	1750792	1750911	1.87e-20	100
FA1090_opa_1/336-455	PartJ-Nmeningitidis-RM8376	81.818	121	20	2	1	120	411142	411261	1.87e-20	100
FA1090_opa_1/336-455	PartJ-Nmeningitidis-RM8376	81.818	121	20	2	1	120	1678871	1678752	1.87e-20	100
FA1090_opa_1/336-455	NCTC3372	81.818	121	20	2	1	120	1459047	1459166	1.87e-20	100
FA1090_opa_1/336-455	NCTC10025	81.818	121	20	2	1	120	148033	147914	1.87e-20	100
FA1090_opa_1/336-455	NCTC10025	81.818	121	20	2	1	120	1060855	1060974	1.87e-20	100
FA1090_opa_1/336-455	FDAARGOS_914	81.818	121	20	2	1	120	144300	144181	1.87e-20	100
FA1090_opa_1/336-455	FDAARGOS_914	81.818	121	20	2	1	120	1057893	1058012	1.87e-20	100
FA1090_opa_1/336-455	FDAARGOS_209	81.818	121	20	2	1	120	457025	457144	1.87e-20	100
FA1090_opa_1/336-455	FDAARGOS_209	81.818	121	20	2	1	120	1724693	1724574	1.87e-20	100
FA1090_opa_1/336-455	510612	81.818	121	20	2	1	120	1988912	1989031	1.87e-20	100
FA1090_opa_1/336-455	331401	81.818	121	20	2	1	120	1238085	1238204	1.87e-20	100
# BLAST processed 1 queries
