# BLASTN 2.14.1+
# Query: FA1090_opa_1/122-263
# Database: blastdb/gc
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 264 hits found
FA1090_opa_1/122-263	NCTC10026	97.163	141	4	0	2	142	525056	525196	4.67e-62	239
FA1090_opa_1/122-263	NCTC10026	93.662	142	9	0	1	142	1045773	1045914	2.83e-54	213
FA1090_opa_1/122-263	M22293	97.163	141	4	0	2	142	1667295	1667155	4.67e-62	239
FA1090_opa_1/122-263	M22293	92.908	141	10	0	2	142	77567	77707	4.74e-52	206
FA1090_opa_1/122-263	M22293	92.908	141	10	0	2	142	2198328	2198188	4.74e-52	206
FA1090_opa_1/122-263	M18755	97.163	141	4	0	2	142	1689805	1689945	4.67e-62	239
FA1090_opa_1/122-263	M18755	95.035	141	7	0	2	142	1199735	1199875	4.70e-57	222
FA1090_opa_1/122-263	M18755	94.366	142	8	0	1	142	1029576	1029435	6.09e-56	219
FA1090_opa_1/122-263	M18755	94.355	124	7	0	1	124	855352	855229	1.33e-47	191
FA1090_opa_1/122-263	FDAARGOS_215	97.163	141	4	0	2	142	1282218	1282358	4.67e-62	239
FA1090_opa_1/122-263	FDAARGOS_215	93.662	142	9	0	1	142	1802930	1803071	2.83e-54	213
FA1090_opa_1/122-263	FDAARGOS_214	97.163	141	4	0	2	142	197896	198036	4.67e-62	239
FA1090_opa_1/122-263	FDAARGOS_211	97.163	141	4	0	2	142	1717607	1717747	4.67e-62	239
FA1090_opa_1/122-263	FDAARGOS_211	93.662	142	9	0	1	142	2238307	2238448	2.83e-54	213
FA1090_opa_1/122-263	NMB	95.775	142	6	0	1	142	1521810	1521951	2.81e-59	230
FA1090_opa_1/122-263	NMB	95.035	141	7	0	2	142	850638	850498	4.70e-57	222
FA1090_opa_1/122-263	G2136	95.775	142	6	0	1	142	910545	910404	2.81e-59	230
FA1090_opa_1/122-263	G2136	95.775	142	6	0	1	142	1768135	1768276	2.81e-59	230
FA1090_opa_1/122-263	FAM18	95.775	142	6	0	1	142	1751719	1751860	2.81e-59	230
FA1090_opa_1/122-263	FAM18	92.029	138	11	0	2	139	901647	901510	1.03e-48	195
FA1090_opa_1/122-263	8013	95.775	142	6	0	1	142	915378	915519	2.81e-59	230
FA1090_opa_1/122-263	8013	95.775	142	6	0	1	142	1435042	1435183	2.81e-59	230
FA1090_opa_1/122-263	alpha14	95.745	141	6	0	2	142	862817	862677	1.01e-58	228
FA1090_opa_1/122-263	alpha14	92.754	138	10	0	2	139	1552399	1552536	2.20e-50	200
FA1090_opa_1/122-263	alpha14	92.754	138	10	0	2	139	1722528	1722665	2.20e-50	200
FA1090_opa_1/122-263	WUE2594	95.070	142	7	0	1	142	841972	841831	1.31e-57	224
FA1090_opa_1/122-263	WUE2594	93.617	141	9	0	2	142	1750585	1750725	1.02e-53	211
FA1090_opa_1/122-263	NCTC3372	95.070	142	7	0	1	142	543767	543626	1.31e-57	224
FA1090_opa_1/122-263	NCTC3372	93.617	141	9	0	2	142	1287785	1287925	1.02e-53	211
FA1090_opa_1/122-263	NCTC3372	93.617	141	9	0	2	142	1458840	1458980	1.02e-53	211
FA1090_opa_1/122-263	NCTC12163	95.070	142	7	0	1	142	1328139	1328280	1.31e-57	224
FA1090_opa_1/122-263	NCTC12163	94.326	141	8	0	2	142	1107992	1107852	2.19e-55	217
FA1090_opa_1/122-263	M25419	95.070	142	7	0	1	142	1854768	1854909	1.31e-57	224
FA1090_opa_1/122-263	M25419	95.035	141	7	0	2	142	996304	996164	4.70e-57	222
FA1090_opa_1/122-263	M22425	95.070	142	7	0	1	142	1127995	1128136	1.31e-57	224
FA1090_opa_1/122-263	M22425	95.035	141	7	0	2	142	98486	98346	4.70e-57	222
FA1090_opa_1/122-263	M22425	95.035	141	7	0	2	142	268576	268716	4.70e-57	222
FA1090_opa_1/122-263	M22425	95.122	123	6	0	2	124	801708	801830	1.03e-48	195
FA1090_opa_1/122-263	M22425	95.122	123	6	0	2	124	1571469	1571591	1.03e-48	195
FA1090_opa_1/122-263	EXNM741	95.070	142	7	0	1	142	1430248	1430389	1.31e-57	224
FA1090_opa_1/122-263	EXNM741	95.035	141	7	0	2	142	570547	570407	4.70e-57	222
FA1090_opa_1/122-263	EXNM741	95.035	141	7	0	2	142	1083896	1083756	4.70e-57	222
FA1090_opa_1/122-263	98-182	95.070	142	7	0	1	142	1077393	1077252	1.31e-57	224
FA1090_opa_1/122-263	98-182	95.070	142	7	0	1	142	1249217	1249358	1.31e-57	224
FA1090_opa_1/122-263	98-182	92.806	139	10	0	1	139	550915	550777	6.13e-51	202
FA1090_opa_1/122-263	95-134	95.070	142	7	0	1	142	1071557	1071416	1.31e-57	224
FA1090_opa_1/122-263	95-134	95.070	142	7	0	1	142	1243233	1243374	1.31e-57	224
FA1090_opa_1/122-263	95-134	92.806	139	10	0	1	139	546716	546578	6.13e-51	202
FA1090_opa_1/122-263	53442	95.070	142	7	0	1	142	1398127	1397986	1.31e-57	224
FA1090_opa_1/122-263	53442	94.366	142	8	0	1	142	871072	870931	6.09e-56	219
FA1090_opa_1/122-263	53442	95.161	124	6	0	1	124	1564894	1565017	2.85e-49	196
FA1090_opa_1/122-263	510612	95.070	142	7	0	1	142	1080186	1080045	1.31e-57	224
FA1090_opa_1/122-263	510612	93.617	141	9	0	2	142	1988705	1988845	1.02e-53	211
FA1090_opa_1/122-263	331401	95.070	142	7	0	1	142	327142	327001	1.31e-57	224
FA1090_opa_1/122-263	331401	93.617	141	9	0	2	142	1237878	1238018	1.02e-53	211
FA1090_opa_1/122-263	16-92	95.070	142	7	0	1	142	1434446	1434587	1.31e-57	224
FA1090_opa_1/122-263	16-92	95.035	141	7	0	2	142	574067	573927	4.70e-57	222
FA1090_opa_1/122-263	15-236	95.070	142	7	0	1	142	1437686	1437827	1.31e-57	224
FA1090_opa_1/122-263	15-236	95.035	141	7	0	2	142	571109	570969	4.70e-57	222
