,wgs_id,accession,names,biosample_collection_date,continent,country,region,source,reference
625,SRR13305407,SRR13305407,SAR306,2014,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
626,SRR13305408,SRR13305408,083-12-0075,2016,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
627,SRR13305414,SRR13305414,SAR197,2014,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
628,SRR13305415,SRR13305415,SAR141,2014,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
629,SRR13305419,SRR13305419,083-12-0061,2016-06-22,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
630,SRR13305428,SRR13305428,MUS251,2015,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
631,SRR13305432,SRR13305432,083-12-0168,2016,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
632,SRR13305435,SRR13305435,SAR840,2014,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
633,SRR13305439,SRR13305439,SAR56,2014,Africa,South Africa,KwaZulu-Natal,representative,Mitchev2021
634,SRR13429227,,91683878,2018-06-23,Europe,United Kingdom,Leeds,representative,Kong2021
635,SRR13429245,,84f02cf9,2018-06-12,Europe,United Kingdom,Leeds,representative,Kong2021
636,SRR13429265,,724ff8fe,2018-08-16,Europe,United Kingdom,Leeds,representative,Kong2021
637,SRR1661154,SRR1661154,18438,1996,North America,Canada,Alberta,representative,Demczuk2015
638,SRR1661156,SRR1661156,19984,1997,North America,Canada,Ontario,representative,Demczuk2015
639,SRR1661157,SRR1661157,20289,1998,North America,Canada,Ontario,representative,Demczuk2015
640,SRR1661179,SRR1661179,27920,2006,North America,Canada,Ontario,representative,Demczuk2015
641,SRR1661182,SRR1661182,28072,2006,North America,Canada,British Columbia,representative,Demczuk2015
642,SRR1661263,SRR1661263,33965,2010,North America,Canada,Quebec,representative,Demczuk2015
643,SRR1661291,SRR1661291,34796,2011,North America,Canada,Alberta,representative,Demczuk2015
644,SRR1661319,SRR1661319,35593,2012,North America,Canada,Quebec,representative,Demczuk2015
645,SRR1661322,SRR1661322,883218,1989,North America,Canada,Saskatchewan,representative,Demczuk2015
646,SRR1661324,SRR1661324,WHO-F,1991,,Canada,,representative,Demczuk2016
647,SRR1661325,SRR1661325,WHO-G,1997,,Thailand,,representative,Demczuk2016
648,SRR1661329,SRR1661329,WHO-N,2001,,Australia,,representative,Demczuk2016
649,SRR25580149,SRR25580149,GD2021294,2021,Asia,China,Guangdong,representative,Liao2024
650,SRR25580203,SRR25580203,GD2021234,2021,Asia,China,Guangdong,representative,Liao2024
651,SRR25580208,SRR25580208,GD2021230,2021,Asia,China,Guangdong,representative,Liao2024
652,SRR25580211,SRR25580211,GD2021227,2021,Asia,China,Guangdong,representative,Liao2024
653,SRR25580217,SRR25580217,GD2021222,2021,Asia,China,Guangdong,representative,Liao2024
654,SRR25580233,SRR25580233,GD2021207,2021,Asia,China,Guangdong,representative,Liao2024
655,SRR25580284,SRR25580284,GD2021089,2021,Asia,China,Guangdong,representative,Liao2024
656,SRR25580289,SRR25580289,GD2021084,2021,Asia,China,Guangdong,representative,Liao2024
657,SRR25580290,SRR25580290,GD2021083,2021,Asia,China,Guangdong,representative,Liao2024
658,SRR25580301,SRR25580301,GD2021073,2021,Asia,China,Guangdong,representative,Liao2024
659,SRR25580339,SRR25580339,GD2021317,2021,Asia,China,Guangdong,representative,Liao2024
660,SRR25580341,SRR25580341,GD2021315,2021,Asia,China,Guangdong,representative,Liao2024
661,SRR25580342,SRR25580342,GD2021314,2021,Asia,China,Guangdong,representative,Liao2024
662,SRR25580370,SRR25580370,GD2021043,2021,Asia,China,Guangdong,representative,Liao2024
663,SRR2736105,SRR2736105,19491,1998,North America,Canada,British Columbia,representative,Demczuk2016
664,SRR2736118,SRR2736118,21631,1999,North America,Canada,Quebec,representative,Demczuk2016
665,SRR2736142,SRR2736142,28759,2006,North America,Canada,Ontario,representative,Demczuk2016
666,SRR2736154,SRR2736154,30978,2008,North America,Canada,Ontario,representative,Demczuk2016
667,SRR3343540,SRR3343540,SAMN04621966,2005-06-21,Europe,UK,Wales,representative,DeSilva2016
668,SRR3349197,SRR3349197,SAMN04623637,2013-10-04,Europe,UK,Brighton,representative,DeSilva2016
669,SRR3349919,SRR3349919,SAMN04624507,2011-10-26,Europe,UK,Brighton,representative,DeSilva2016
670,SRR3350180,SRR3350180,SAMN04623989,2014-07-24,Europe,UK,Brighton,representative,DeSilva2016
671,SRR3357289,SRR3357289,d7c6b2dd-a24d-49f9-a7e7-09e6d4e5ea61,2011-01-06,Europe,UK,Brighton,representative,Eyre2017
672,SRR3360629,SRR3360629,59b7956f-72c7-40d5-a449-6ec61f4fec08,2010-07-28,Europe,UK,Brighton,representative,Eyre2017
673,SRR3360630,SRR3360630,5a9c227e-e300-4358-94e6-dd3a3fec1a47,2009-08-03,Europe,UK,Brighton,representative,Eyre2017
674,SRR3360647,SRR3360647,6f29476c-f8b4-4526-91c7-8db4ba4d9a4a,2010-07-26,Europe,UK,Brighton,representative,Eyre2017
675,SRR3360677,SRR3360677,985f80da-73c4-42a7-a99e-cb21ca7194ef,2009-08-24,Europe,UK,Brighton,representative,Eyre2017
676,SRR3360687,SRR3360687,a479a20d-c6ce-4880-baab-8d0355c30e4c,2007-08-02,Europe,UK,Brighton,representative,Eyre2017
677,SRR3360688,SRR3360688,a4a54667-3cb0-4bb9-b064-166ece1ba2d1,2008-06-26,Europe,UK,Brighton,representative,Eyre2017
678,SRR3360713,SRR3360713,c5541b4f-c41f-4c8b-8261-fc3799eba045,2010-08-16,Europe,UK,Brighton,representative,Eyre2017
679,SRR3360872,SRR3360872,d1134c00-4628-463e-918a-c04fc09fcce3,2004-07-09,Europe,UK,Brighton,representative,Eyre2017
680,SRR3360876,SRR3360876,d7d71fd5-6450-430b-b982-29bac412d151,2004-07-12,Europe,UK,Brighton,representative,Eyre2017
681,SRR3360890,SRR3360890,e887e6f4-425e-44ce-b4a7-dd177a9b1409,2005-07-17,Europe,UK,Brighton,representative,Eyre2017
682,SRR3360982,SRR3360982,5e1f839c-7aa7-4f6b-a16a-e1cceadbf46e,2004-07-24,Europe,UK,Brighton,representative,Eyre2017
683,SRR3361352,SRR3361352,3036986e-368a-4abc-8f34-90d1d624ed01,2007-08-22,Europe,UK,Brighton,representative,Eyre2017
684,SRR3361357,SRR3361357,SAMN04624849,2009-07-02,Europe,UK,Brighton,representative,DeSilva2016
685,SRR5827030,SRR5827030,"NZ2015-237,AUSMDU00006996",2015-03-11,Oceania,New Zealand,,representative,Lee2018
686,SRR5827058,SRR5827058,"NZ2015-121,AUSMDU00006887",2015-01-21,Oceania,New Zealand,,representative,Lee2018
687,SRR5827063,SRR5827063,"NZ2015-247,AUSMDU00007006",2015-03-18,Oceania,New Zealand,,representative,Lee2018
688,SRR5827065,SRR5827065,"NZ2015-130,AUSMDU00004497",2015-01-22,Oceania,New Zealand,,representative,Lee2018
689,SRR5827092,SRR5827092,"NZ2015-169,AUSMDU00006932",2015-02-09,Oceania,New Zealand,,representative,Lee2018
690,SRR5827097,SRR5827097,"NZ2015-166,AUSMDU00006929",2015-02-10,Oceania,New Zealand,,representative,Lee2018
691,SRR5827098,SRR5827098,"NZ2015-165,AUSMDU00006928",2015-02-13,Oceania,New Zealand,,representative,Lee2018
692,SRR5827134,SRR5827134,"NZ2015-112,AUSMDU00006879",2015-01-19,Oceania,New Zealand,,representative,Lee2018
693,SRR5827167,SRR5827167,"NZ2015-160,AUSMDU00006924",2014-11-04,Oceania,New Zealand,,representative,Lee2018
694,SRR5827182,SRR5827182,"NZ2015-82,AUSMDU00006849",2014-12-19,Oceania,New Zealand,,representative,Lee2018
695,SRR5827185,SRR5827185,"NZ2015-242,AUSMDU00007001",2015-03-20,Oceania,New Zealand,,representative,Lee2018
696,SRR5827190,SRR5827190,"NZ2015-281,AUSMDU00007040",2015-03-31,Oceania,New Zealand,,representative,Lee2018
697,SRR5827195,SRR5827195,"NZ2015-286,AUSMDU00007045",2015-04-07,Oceania,New Zealand,,representative,Lee2018
698,SRR5827197,SRR5827197,"NZ2015-288,AUSMDU00007047",2015-04-07,Oceania,New Zealand,,representative,Lee2018
699,SRR5827214,SRR5827214,"NZ2015-215,AUSMDU00006974",2015-01-05,Oceania,New Zealand,,representative,Lee2018
700,SRR5827229,SRR5827229,"NZ2015-221,AUSMDU00006980",2015-03-02,Oceania,New Zealand,,representative,Lee2018
701,SRR5827236,SRR5827236,"NZ2015-73,AUSMDU00006841",2014-12-08,Oceania,New Zealand,,representative,Lee2018
702,SRR5827243,SRR5827243,"NZ2015-109,AUSMDU00006876",2015-01-09,Oceania,New Zealand,,representative,Lee2018
703,SRR5827245,SRR5827245,"NZ2015-103,AUSMDU00006870",2015-01-09,Oceania,New Zealand,,representative,Lee2018
704,SRR5827299,SRR5827299,"NZ2015-264,AUSMDU00007023",2015-02-02,Oceania,New Zealand,,representative,Lee2018
705,SRR5827322,SRR5827322,"NZ2015-300,AUSMDU00007059",2015-04-24,Oceania,New Zealand,,representative,Lee2018
706,SRR5827331,SRR5827331,"NZ2015-186,AUSMDU00004500",2015-02-27,Oceania,New Zealand,,representative,Lee2018
707,SRR5827339,SRR5827339,"NZ2015-225,AUSMDU00006984",2015-03-03,Oceania,New Zealand,,representative,Lee2018
708,SRR5827341,SRR5827341,"NZ2015-346,AUSMDU00007105",2015-05-14,Oceania,New Zealand,,representative,Lee2018
709,SRR5827361,SRR5827361,"NZ2015-139,AUSMDU00006903",2015-02-05,Oceania,New Zealand,,representative,Lee2018
710,SRR5827369,SRR5827369,"NZ2015-397,AUSMDU00007156",2015-04-09,Oceania,New Zealand,,representative,Lee2018
711,SRR6765303,SRR6765303,NG102,2012-12-17,Asia,China,XJ,representative,Peng2019
712,SRR6765310,SRR6765310,NG409,2012-05-08,Asia,China,SH,representative,Peng2019
713,SRR6765319,SRR6765319,NG255,2012-06-15,Asia,China,SH,representative,Peng2019
714,SRR6765375,SRR6765375,NG232,2012-01-29,Asia,China,ZJ,representative,Peng2019
715,SRR6765381,SRR6765381,NG185,2012-06-08,Asia,China,HN,representative,Peng2019
716,SRR6765394,SRR6765394,NG037,2012-10-11,Asia,China,SH,representative,Peng2019
717,SRR6765429,SRR6765429,NG267,2012-03-23,Asia,China,GX,representative,Peng2019
718,SRR6765489,SRR6765489,NG433,2012-01-06,Asia,China,JS,representative,Peng2019
719,SRR6765490,SRR6765490,NG242,2012-10-04,Asia,China,ZJ,representative,Peng2019
720,SRR6765617,SRR6765617,NG427,2013-05-13,Asia,China,HN,representative,Peng2019
721,SRR6765668,SRR6765668,NG144,2013-12-03,Asia,China,LN,representative,Peng2019
722,SRR7401678,SRR7401678,GCWGS-1598,2016,North America,USA,HHS:9,representative,Thomas2019
723,SRR8071056,SRR8071056,GCWGS-1322,2016,North America,USA,HHS:5,representative,Thomas2019
724,SRR8071121,SRR8071121,GCWGS-1256,2014,North America,USA,HHS:7,representative,Thomas2019
725,SRR8071350,SRR8071350,GCWGS-1039,2016,North America,USA,HHS:6,representative,Thomas2019
726,SRR8079765,SRR8079765,LRRBGS-0281,2016,North America,USA,HHS:2,representative,Thomas2019
727,SRR8172041,SRR8172041,GCWGS-2606,2018-01-01,North America,USA,3-a,representative,Reimche2021
728,SRR955973,SRR955973,CH811,1982,South America,Chile,,representative,Ezewudo2015
729,SRR959017,SRR959017,GC1-182,1982,North America,Canada,,representative,Ezewudo2015
730,SRR960561,SRR960561,SK1902,2006,North America,Canada,Saskatchewan,representative,Ezewudo2015
731,SRR969353,SRR969353,SK33414,2007,North America,Canada,Saskatchewan,representative,Ezewudo2015
732,SRR9877818,SRR9877818,GCWGS-4836,2018-10-01,North America,USA,5-e,representative,Reimche2021
733,SRR9877820,SRR9877820,GCWGS-4838,2018-10-01,North America,USA,5-e,representative,Reimche2021
734,SRR9878109,SRR9878109,GCWGS-2774,2018-04-01,North America,USA,4-a,representative,Reimche2021
735,SRR9985746,SRR9985746,"GCWGS_1548,SAMN08513526",2017,North America,USA,HHS:6,representative,Gernert2020
736,SRR9985872,SRR9985872,"GCWGS_2098,SAMN09081912",2017,North America,USA,HHS:9,representative,Gernert2020
